"","idkey","year","state","state_abv","county_name","democrat_county_vote","republican_county_vote","other_county_vote","county_totalvotes","state_totalvotes","vep_turnout_rate","vap_turnout_rate","statecrime.population","statecrime.rates.property.all","statecrime.rates.property.burglary","statecrime.rates.property.larceny","statecrime.rates.property.motor","statecrime.rates.violent.all","statecrime.rates.violent.assault","statecrime.rates.violent.murder","statecrime.rates.violent.rape","statecrime.rates.violent.robbery","statecrime.totals.property.all","statecrime.totals.property.burglary","statecrime.totals.property.larceny","statecrime.totals.property.motor","statecrime.totals.violent.all","statecrime.totals.violent.assault","statecrime.totals.violent.murder","statecrime.totals.violent.rape","statecrime.totals.violent.robbery","redistrict_count","laborForce","employed","unemployed","unemploymentRate","polling_station"
"7941","MT_Lake",2008,"Montana","MT","Lake",6766,6498,655,13919,496072,67.06,65.87,967440,2718.5,381.3,2153.5,183.7,311.4,249.2,4.1,37,21.1,26300,3689,20834,1777,3013,2411,40,358,204,NA,11727,10907,820,7,NA
"7942","MT_Lewis and clark",2008,"Montana","MT","Lewis and clark",17114,14966,1353,33433,496072,67.06,65.87,967440,2718.5,381.3,2153.5,183.7,311.4,249.2,4.1,37,21.1,26300,3689,20834,1777,3013,2411,40,358,204,NA,34333,33014,1319,3.8,NA
"7943","MT_Liberty",2008,"Montana","MT","Liberty",367,594,40,1001,496072,67.06,65.87,967440,2718.5,381.3,2153.5,183.7,311.4,249.2,4.1,37,21.1,26300,3689,20834,1777,3013,2411,40,358,204,NA,781,751,30,3.8,NA
"7944","MT_Lincoln",2008,"Montana","MT","Lincoln",3025,5704,498,9227,496072,67.06,65.87,967440,2718.5,381.3,2153.5,183.7,311.4,249.2,4.1,37,21.1,26300,3689,20834,1777,3013,2411,40,358,204,NA,7863,7073,790,10,NA
"7945","MT_Madison",2008,"Montana","MT","Madison",1607,2822,139,4568,496072,67.06,65.87,967440,2718.5,381.3,2153.5,183.7,311.4,249.2,4.1,37,21.1,26300,3689,20834,1777,3013,2411,40,358,204,NA,4580,4401,179,3.9,NA
"7946","MT_Mccone",2008,"Montana","MT","Mccone",321,726,59,1106,496072,67.06,65.87,967440,2718.5,381.3,2153.5,183.7,311.4,249.2,4.1,37,21.1,26300,3689,20834,1777,3013,2411,40,358,204,NA,1039,1012,27,2.6,NA
"7947","MT_Meagher",2008,"Montana","MT","Meagher",298,624,44,966,496072,67.06,65.87,967440,2718.5,381.3,2153.5,183.7,311.4,249.2,4.1,37,21.1,26300,3689,20834,1777,3013,2411,40,358,204,NA,895,837,58,6.5,NA
"7948","MT_Mineral",2008,"Montana","MT","Mineral",845,1053,123,2021,496072,67.06,65.87,967440,2718.5,381.3,2153.5,183.7,311.4,249.2,4.1,37,21.1,26300,3689,20834,1777,3013,2411,40,358,204,NA,1904,1777,127,6.7,NA
"7949","MT_Missoula",2008,"Montana","MT","Missoula",36531,20743,1830,59104,496072,67.06,65.87,967440,2718.5,381.3,2153.5,183.7,311.4,249.2,4.1,37,21.1,26300,3689,20834,1777,3013,2411,40,358,204,NA,59465,56708,2757,4.6,NA
"7950","MT_Musselshell",2008,"Montana","MT","Musselshell",636,1581,89,2306,496072,67.06,65.87,967440,2718.5,381.3,2153.5,183.7,311.4,249.2,4.1,37,21.1,26300,3689,20834,1777,3013,2411,40,358,204,NA,2168,2050,118,5.4,NA
"7951","MT_Park",2008,"Montana","MT","Park",4173,4376,1266,9815,496072,67.06,65.87,967440,2718.5,381.3,2153.5,183.7,311.4,249.2,4.1,37,21.1,26300,3689,20834,1777,3013,2411,40,358,204,NA,9087,8642,445,4.9,NA
"7952","MT_Petroleum",2008,"Montana","MT","Petroleum",68,227,5,300,496072,67.06,65.87,967440,2718.5,381.3,2153.5,183.7,311.4,249.2,4.1,37,21.1,26300,3689,20834,1777,3013,2411,40,358,204,NA,251,238,13,5.2,NA
"7953","MT_Phillips",2008,"Montana","MT","Phillips",638,1423,163,2224,496072,67.06,65.87,967440,2718.5,381.3,2153.5,183.7,311.4,249.2,4.1,37,21.1,26300,3689,20834,1777,3013,2411,40,358,204,NA,2199,2095,104,4.7,NA
"7954","MT_Pondera",2008,"Montana","MT","Pondera",1223,1588,74,2885,496072,67.06,65.87,967440,2718.5,381.3,2153.5,183.7,311.4,249.2,4.1,37,21.1,26300,3689,20834,1777,3013,2411,40,358,204,NA,2642,2507,135,5.1,NA
"7955","MT_Powder river",2008,"Montana","MT","Powder river",208,802,394,1404,496072,67.06,65.87,967440,2718.5,381.3,2153.5,183.7,311.4,249.2,4.1,37,21.1,26300,3689,20834,1777,3013,2411,40,358,204,NA,956,925,31,3.2,NA
"7956","MT_Powell",2008,"Montana","MT","Powell",1021,1683,236,2940,496072,67.06,65.87,967440,2718.5,381.3,2153.5,183.7,311.4,249.2,4.1,37,21.1,26300,3689,20834,1777,3013,2411,40,358,204,NA,2767,2570,197,7.1,NA
"7957","MT_Prairie",2008,"Montana","MT","Prairie",211,503,116,830,496072,67.06,65.87,967440,2718.5,381.3,2153.5,183.7,311.4,249.2,4.1,37,21.1,26300,3689,20834,1777,3013,2411,40,358,204,NA,598,575,23,3.8,NA
"7958","MT_Ravalli",2008,"Montana","MT","Ravalli",8400,13002,699,22101,496072,67.06,65.87,967440,2718.5,381.3,2153.5,183.7,311.4,249.2,4.1,37,21.1,26300,3689,20834,1777,3013,2411,40,358,204,NA,18887,17737,1150,6.1,NA
"7959","MT_Richland",2008,"Montana","MT","Richland",1203,3184,129,4516,496072,67.06,65.87,967440,2718.5,381.3,2153.5,183.7,311.4,249.2,4.1,37,21.1,26300,3689,20834,1777,3013,2411,40,358,204,NA,5608,5443,165,2.9,NA
"7960","MT_Roosevelt",2008,"Montana","MT","Roosevelt",2564,1473,910,4947,496072,67.06,65.87,967440,2718.5,381.3,2153.5,183.7,311.4,249.2,4.1,37,21.1,26300,3689,20834,1777,3013,2411,40,358,204,NA,3995,3722,273,6.8,NA
"7961","MT_Rosebud",2008,"Montana","MT","Rosebud",1919,1768,123,3810,496072,67.06,65.87,967440,2718.5,381.3,2153.5,183.7,311.4,249.2,4.1,37,21.1,26300,3689,20834,1777,3013,2411,40,358,204,NA,4066,3828,238,5.9,NA
"7962","MT_Sanders",2008,"Montana","MT","Sanders",1970,3563,335,5868,496072,67.06,65.87,967440,2718.5,381.3,2153.5,183.7,311.4,249.2,4.1,37,21.1,26300,3689,20834,1777,3013,2411,40,358,204,NA,4696,4240,456,9.7,NA
"7963","MT_Sheridan",2008,"Montana","MT","Sheridan",953,987,66,2006,496072,67.06,65.87,967440,2718.5,381.3,2153.5,183.7,311.4,249.2,4.1,37,21.1,26300,3689,20834,1777,3013,2411,40,358,204,NA,1855,1801,54,2.9,NA
"7964","MT_Silver bow",2008,"Montana","MT","Silver bow",11676,4818,475,16969,496072,67.06,65.87,967440,2718.5,381.3,2153.5,183.7,311.4,249.2,4.1,37,21.1,26300,3689,20834,1777,3013,2411,40,358,204,NA,17946,17141,805,4.5,NA
"7965","MT_Stillwater",2008,"Montana","MT","Stillwater",1512,2991,164,4667,496072,67.06,65.87,967440,2718.5,381.3,2153.5,183.7,311.4,249.2,4.1,37,21.1,26300,3689,20834,1777,3013,2411,40,358,204,NA,4645,4454,191,4.1,NA
"7966","MT_Sweet grass",2008,"Montana","MT","Sweet grass",541,1494,264,2299,496072,67.06,65.87,967440,2718.5,381.3,2153.5,183.7,311.4,249.2,4.1,37,21.1,26300,3689,20834,1777,3013,2411,40,358,204,NA,2900,2827,73,2.5,NA
"7967","MT_Teton",2008,"Montana","MT","Teton",1294,1874,104,3272,496072,67.06,65.87,967440,2718.5,381.3,2153.5,183.7,311.4,249.2,4.1,37,21.1,26300,3689,20834,1777,3013,2411,40,358,204,NA,3134,3011,123,3.9,NA
"7968","MT_Toole",2008,"Montana","MT","Toole",737,1317,67,2121,496072,67.06,65.87,967440,2718.5,381.3,2153.5,183.7,311.4,249.2,4.1,37,21.1,26300,3689,20834,1777,3013,2411,40,358,204,NA,2621,2541,80,3.1,NA
"7969","MT_Treasure",2008,"Montana","MT","Treasure",156,314,16,486,496072,67.06,65.87,967440,2718.5,381.3,2153.5,183.7,311.4,249.2,4.1,37,21.1,26300,3689,20834,1777,3013,2411,40,358,204,NA,409,393,16,3.9,NA
"7970","MT_Valley",2008,"Montana","MT","Valley",1645,2121,660,4426,496072,67.06,65.87,967440,2718.5,381.3,2153.5,183.7,311.4,249.2,4.1,37,21.1,26300,3689,20834,1777,3013,2411,40,358,204,NA,3680,3534,146,4,NA
"7971","MT_Wheatland",2008,"Montana","MT","Wheatland",289,657,37,983,496072,67.06,65.87,967440,2718.5,381.3,2153.5,183.7,311.4,249.2,4.1,37,21.1,26300,3689,20834,1777,3013,2411,40,358,204,NA,1105,1063,42,3.8,NA
"7972","MT_Wibaux",2008,"Montana","MT","Wibaux",146,379,38,563,496072,67.06,65.87,967440,2718.5,381.3,2153.5,183.7,311.4,249.2,4.1,37,21.1,26300,3689,20834,1777,3013,2411,40,358,204,NA,536,519,17,3.2,NA
"7973","MT_Yellowstone",2008,"Montana","MT","Yellowstone",32038,36483,1910,70431,496072,67.06,65.87,967440,2718.5,381.3,2153.5,183.7,311.4,249.2,4.1,37,21.1,26300,3689,20834,1777,3013,2411,40,358,204,NA,83121,80215,2906,3.5,NA
"7974","NE_Adams",2008,"Nebraska","NE","Adams",4685,8252,273,13210,801281,63.66,60.23,1783432,2879.3,489.6,2152.8,236.9,312.3,202,3.9,33.7,72.7,51350,8731,38394,4225,5570,3603,69,601,1297,NA,17669,17140,529,3,NA
"7975","NE_Antelope",2008,"Nebraska","NE","Antelope",757,2383,45,3185,801281,63.66,60.23,1783432,2879.3,489.6,2152.8,236.9,312.3,202,3.9,33.7,72.7,51350,8731,38394,4225,5570,3603,69,601,1297,NA,3641,3535,106,2.9,NA
"7976","NE_Arthur",2008,"Nebraska","NE","Arthur",39,217,7,263,801281,63.66,60.23,1783432,2879.3,489.6,2152.8,236.9,312.3,202,3.9,33.7,72.7,51350,8731,38394,4225,5570,3603,69,601,1297,NA,242,233,9,3.7,NA
"7977","NE_Banner",2008,"Nebraska","NE","Banner",62,348,6,416,801281,63.66,60.23,1783432,2879.3,489.6,2152.8,236.9,312.3,202,3.9,33.7,72.7,51350,8731,38394,4225,5570,3603,69,601,1297,NA,401,391,10,2.5,NA
"7978","NE_Blaine",2008,"Nebraska","NE","Blaine",43,266,7,316,801281,63.66,60.23,1783432,2879.3,489.6,2152.8,236.9,312.3,202,3.9,33.7,72.7,51350,8731,38394,4225,5570,3603,69,601,1297,NA,243,231,12,4.9,NA
"7979","NE_Boone",2008,"Nebraska","NE","Boone",742,2042,52,2836,801281,63.66,60.23,1783432,2879.3,489.6,2152.8,236.9,312.3,202,3.9,33.7,72.7,51350,8731,38394,4225,5570,3603,69,601,1297,NA,3249,3166,83,2.6,NA
"7980","NE_Box butte",2008,"Nebraska","NE","Box butte",1886,2932,161,4979,801281,63.66,60.23,1783432,2879.3,489.6,2152.8,236.9,312.3,202,3.9,33.7,72.7,51350,8731,38394,4225,5570,3603,69,601,1297,NA,5617,5413,204,3.6,NA
"7981","NE_Boyd",2008,"Nebraska","NE","Boyd",250,839,21,1110,801281,63.66,60.23,1783432,2879.3,489.6,2152.8,236.9,312.3,202,3.9,33.7,72.7,51350,8731,38394,4225,5570,3603,69,601,1297,NA,1107,1072,35,3.2,NA
"7982","NE_Brown",2008,"Nebraska","NE","Brown",311,1208,48,1567,801281,63.66,60.23,1783432,2879.3,489.6,2152.8,236.9,312.3,202,3.9,33.7,72.7,51350,8731,38394,4225,5570,3603,69,601,1297,NA,1844,1796,48,2.6,NA
"7983","NE_Buffalo",2008,"Nebraska","NE","Buffalo",5867,13097,329,19293,801281,63.66,60.23,1783432,2879.3,489.6,2152.8,236.9,312.3,202,3.9,33.7,72.7,51350,8731,38394,4225,5570,3603,69,601,1297,NA,27820,27142,678,2.4,NA
"7984","NE_Burt",2008,"Nebraska","NE","Burt",1413,1907,67,3387,801281,63.66,60.23,1783432,2879.3,489.6,2152.8,236.9,312.3,202,3.9,33.7,72.7,51350,8731,38394,4225,5570,3603,69,601,1297,NA,3952,3791,161,4.1,NA
"7985","NE_Butler",2008,"Nebraska","NE","Butler",1190,2557,92,3839,801281,63.66,60.23,1783432,2879.3,489.6,2152.8,236.9,312.3,202,3.9,33.7,72.7,51350,8731,38394,4225,5570,3603,69,601,1297,NA,4901,4763,138,2.8,NA
"7986","NE_Cass",2008,"Nebraska","NE","Cass",4753,7120,249,12122,801281,63.66,60.23,1783432,2879.3,489.6,2152.8,236.9,312.3,202,3.9,33.7,72.7,51350,8731,38394,4225,5570,3603,69,601,1297,NA,13956,13452,504,3.6,NA
"7987","NE_Cedar",2008,"Nebraska","NE","Cedar",1190,2912,72,4174,801281,63.66,60.23,1783432,2879.3,489.6,2152.8,236.9,312.3,202,3.9,33.7,72.7,51350,8731,38394,4225,5570,3603,69,601,1297,NA,4818,4700,118,2.4,NA
"7988","NE_Chase",2008,"Nebraska","NE","Chase",341,1477,26,1844,801281,63.66,60.23,1783432,2879.3,489.6,2152.8,236.9,312.3,202,3.9,33.7,72.7,51350,8731,38394,4225,5570,3603,69,601,1297,NA,1987,1936,51,2.6,NA
"7989","NE_Cherry",2008,"Nebraska","NE","Cherry",599,2360,100,3059,801281,63.66,60.23,1783432,2879.3,489.6,2152.8,236.9,312.3,202,3.9,33.7,72.7,51350,8731,38394,4225,5570,3603,69,601,1297,NA,3396,3318,78,2.3,NA
"7990","NE_Cheyenne",2008,"Nebraska","NE","Cheyenne",1173,3572,94,4839,801281,63.66,60.23,1783432,2879.3,489.6,2152.8,236.9,312.3,202,3.9,33.7,72.7,51350,8731,38394,4225,5570,3603,69,601,1297,NA,5227,5083,144,2.8,NA
"7991","NE_Clay",2008,"Nebraska","NE","Clay",780,2177,76,3033,801281,63.66,60.23,1783432,2879.3,489.6,2152.8,236.9,312.3,202,3.9,33.7,72.7,51350,8731,38394,4225,5570,3603,69,601,1297,NA,3112,3015,97,3.1,NA
"7992","NE_Colfax",2008,"Nebraska","NE","Colfax",1125,2018,60,3203,801281,63.66,60.23,1783432,2879.3,489.6,2152.8,236.9,312.3,202,3.9,33.7,72.7,51350,8731,38394,4225,5570,3603,69,601,1297,NA,5616,5472,144,2.6,NA
"7993","NE_Cuming",2008,"Nebraska","NE","Cuming",1274,2732,81,4087,801281,63.66,60.23,1783432,2879.3,489.6,2152.8,236.9,312.3,202,3.9,33.7,72.7,51350,8731,38394,4225,5570,3603,69,601,1297,NA,4927,4787,140,2.8,NA
"7994","NE_Custer",2008,"Nebraska","NE","Custer",1192,4301,85,5578,801281,63.66,60.23,1783432,2879.3,489.6,2152.8,236.9,312.3,202,3.9,33.7,72.7,51350,8731,38394,4225,5570,3603,69,601,1297,NA,6048,5906,142,2.3,NA
"7995","NE_Dakota",2008,"Nebraska","NE","Dakota",2994,3292,110,6396,801281,63.66,60.23,1783432,2879.3,489.6,2152.8,236.9,312.3,202,3.9,33.7,72.7,51350,8731,38394,4225,5570,3603,69,601,1297,NA,10975,10530,445,4.1,NA
"7996","NE_Dawes",2008,"Nebraska","NE","Dawes",1285,2376,114,3775,801281,63.66,60.23,1783432,2879.3,489.6,2152.8,236.9,312.3,202,3.9,33.7,72.7,51350,8731,38394,4225,5570,3603,69,601,1297,NA,4817,4679,138,2.9,NA
"7997","NE_Dawson",2008,"Nebraska","NE","Dawson",2399,5460,127,7986,801281,63.66,60.23,1783432,2879.3,489.6,2152.8,236.9,312.3,202,3.9,33.7,72.7,51350,8731,38394,4225,5570,3603,69,601,1297,NA,12432,11944,488,3.9,NA
"7998","NE_Deuel",2008,"Nebraska","NE","Deuel",243,732,18,993,801281,63.66,60.23,1783432,2879.3,489.6,2152.8,236.9,312.3,202,3.9,33.7,72.7,51350,8731,38394,4225,5570,3603,69,601,1297,NA,1052,1022,30,2.9,NA
"7999","NE_Dixon",2008,"Nebraska","NE","Dixon",946,1785,63,2794,801281,63.66,60.23,1783432,2879.3,489.6,2152.8,236.9,312.3,202,3.9,33.7,72.7,51350,8731,38394,4225,5570,3603,69,601,1297,NA,3374,3269,105,3.1,NA
"8000","NE_Dodge",2008,"Nebraska","NE","Dodge",6689,8557,304,15550,801281,63.66,60.23,1783432,2879.3,489.6,2152.8,236.9,312.3,202,3.9,33.7,72.7,51350,8731,38394,4225,5570,3603,69,601,1297,NA,19960,19280,680,3.4,NA
"8001","NE_Douglas",2008,"Nebraska","NE","Douglas",116810,106291,3600,226701,801281,63.66,60.23,1783432,2879.3,489.6,2152.8,236.9,312.3,202,3.9,33.7,72.7,51350,8731,38394,4225,5570,3603,69,601,1297,NA,273568,263715,9853,3.6,NA
"8002","NE_Dundy",2008,"Nebraska","NE","Dundy",218,783,18,1019,801281,63.66,60.23,1783432,2879.3,489.6,2152.8,236.9,312.3,202,3.9,33.7,72.7,51350,8731,38394,4225,5570,3603,69,601,1297,NA,1033,1004,29,2.8,NA
"8003","NE_Fillmore",2008,"Nebraska","NE","Fillmore",962,1913,72,2947,801281,63.66,60.23,1783432,2879.3,489.6,2152.8,236.9,312.3,202,3.9,33.7,72.7,51350,8731,38394,4225,5570,3603,69,601,1297,NA,3174,3082,92,2.9,NA
"8004","NE_Franklin",2008,"Nebraska","NE","Franklin",442,1079,31,1552,801281,63.66,60.23,1783432,2879.3,489.6,2152.8,236.9,312.3,202,3.9,33.7,72.7,51350,8731,38394,4225,5570,3603,69,601,1297,NA,1773,1721,52,2.9,NA
"8005","NE_Frontier",2008,"Nebraska","NE","Frontier",349,1034,21,1404,801281,63.66,60.23,1783432,2879.3,489.6,2152.8,236.9,312.3,202,3.9,33.7,72.7,51350,8731,38394,4225,5570,3603,69,601,1297,NA,1625,1581,44,2.7,NA
"8006","NE_Furnas",2008,"Nebraska","NE","Furnas",556,1725,47,2328,801281,63.66,60.23,1783432,2879.3,489.6,2152.8,236.9,312.3,202,3.9,33.7,72.7,51350,8731,38394,4225,5570,3603,69,601,1297,NA,2512,2440,72,2.9,NA
"8007","NE_Gage",2008,"Nebraska","NE","Gage",4473,5435,252,10160,801281,63.66,60.23,1783432,2879.3,489.6,2152.8,236.9,312.3,202,3.9,33.7,72.7,51350,8731,38394,4225,5570,3603,69,601,1297,NA,12202,11645,557,4.6,NA
"8008","NE_Garden",2008,"Nebraska","NE","Garden",283,844,11,1138,801281,63.66,60.23,1783432,2879.3,489.6,2152.8,236.9,312.3,202,3.9,33.7,72.7,51350,8731,38394,4225,5570,3603,69,601,1297,NA,947,919,28,3,NA
"8009","NE_Garfield",2008,"Nebraska","NE","Garfield",212,800,18,1030,801281,63.66,60.23,1783432,2879.3,489.6,2152.8,236.9,312.3,202,3.9,33.7,72.7,51350,8731,38394,4225,5570,3603,69,601,1297,NA,1051,1025,26,2.5,NA
"8010","NE_Gosper",2008,"Nebraska","NE","Gosper",260,776,12,1048,801281,63.66,60.23,1783432,2879.3,489.6,2152.8,236.9,312.3,202,3.9,33.7,72.7,51350,8731,38394,4225,5570,3603,69,601,1297,NA,1020,988,32,3.1,NA
"8011","NE_Grant",2008,"Nebraska","NE","Grant",41,318,8,367,801281,63.66,60.23,1783432,2879.3,489.6,2152.8,236.9,312.3,202,3.9,33.7,72.7,51350,8731,38394,4225,5570,3603,69,601,1297,NA,373,362,11,2.9,NA
"8012","NE_Greeley",2008,"Nebraska","NE","Greeley",458,715,26,1199,801281,63.66,60.23,1783432,2879.3,489.6,2152.8,236.9,312.3,202,3.9,33.7,72.7,51350,8731,38394,4225,5570,3603,69,601,1297,NA,1301,1264,37,2.8,NA
"8013","NE_Hall",2008,"Nebraska","NE","Hall",7855,12977,439,21271,801281,63.66,60.23,1783432,2879.3,489.6,2152.8,236.9,312.3,202,3.9,33.7,72.7,51350,8731,38394,4225,5570,3603,69,601,1297,NA,31672,30710,962,3,NA
"8014","NE_Hamilton",2008,"Nebraska","NE","Hamilton",1332,3389,78,4799,801281,63.66,60.23,1783432,2879.3,489.6,2152.8,236.9,312.3,202,3.9,33.7,72.7,51350,8731,38394,4225,5570,3603,69,601,1297,NA,5871,5732,139,2.4,NA
"8015","NE_Harlan",2008,"Nebraska","NE","Harlan",402,1329,35,1766,801281,63.66,60.23,1783432,2879.3,489.6,2152.8,236.9,312.3,202,3.9,33.7,72.7,51350,8731,38394,4225,5570,3603,69,601,1297,NA,1838,1783,55,3,NA
"8016","NE_Hayes",2008,"Nebraska","NE","Hayes",85,461,7,553,801281,63.66,60.23,1783432,2879.3,489.6,2152.8,236.9,312.3,202,3.9,33.7,72.7,51350,8731,38394,4225,5570,3603,69,601,1297,NA,476,459,17,3.6,NA
"8017","NE_Hitchcock",2008,"Nebraska","NE","Hitchcock",346,1001,32,1379,801281,63.66,60.23,1783432,2879.3,489.6,2152.8,236.9,312.3,202,3.9,33.7,72.7,51350,8731,38394,4225,5570,3603,69,601,1297,NA,1469,1420,49,3.3,NA
"8018","NE_Holt",2008,"Nebraska","NE","Holt",1089,3746,139,4974,801281,63.66,60.23,1783432,2879.3,489.6,2152.8,236.9,312.3,202,3.9,33.7,72.7,51350,8731,38394,4225,5570,3603,69,601,1297,NA,6125,5964,161,2.6,NA
"8019","NE_Hooker",2008,"Nebraska","NE","Hooker",75,355,8,438,801281,63.66,60.23,1783432,2879.3,489.6,2152.8,236.9,312.3,202,3.9,33.7,72.7,51350,8731,38394,4225,5570,3603,69,601,1297,NA,414,396,18,4.3,NA
"8020","NE_Howard",2008,"Nebraska","NE","Howard",1083,1847,66,2996,801281,63.66,60.23,1783432,2879.3,489.6,2152.8,236.9,312.3,202,3.9,33.7,72.7,51350,8731,38394,4225,5570,3603,69,601,1297,NA,3730,3619,111,3,NA
"8021","NE_Jefferson",2008,"Nebraska","NE","Jefferson",1520,2103,74,3697,801281,63.66,60.23,1783432,2879.3,489.6,2152.8,236.9,312.3,202,3.9,33.7,72.7,51350,8731,38394,4225,5570,3603,69,601,1297,NA,4311,4149,162,3.8,NA
"8022","NE_Johnson",2008,"Nebraska","NE","Johnson",914,1142,54,2110,801281,63.66,60.23,1783432,2879.3,489.6,2152.8,236.9,312.3,202,3.9,33.7,72.7,51350,8731,38394,4225,5570,3603,69,601,1297,NA,2932,2841,91,3.1,NA
"8023","NE_Kearney",2008,"Nebraska","NE","Kearney",876,2224,50,3150,801281,63.66,60.23,1783432,2879.3,489.6,2152.8,236.9,312.3,202,3.9,33.7,72.7,51350,8731,38394,4225,5570,3603,69,601,1297,NA,3685,3587,98,2.7,NA
"8024","NE_Keith",2008,"Nebraska","NE","Keith",974,2942,52,3968,801281,63.66,60.23,1783432,2879.3,489.6,2152.8,236.9,312.3,202,3.9,33.7,72.7,51350,8731,38394,4225,5570,3603,69,601,1297,NA,4541,4415,126,2.8,NA
"8025","NE_Keya paha",2008,"Nebraska","NE","Keya paha",115,409,9,533,801281,63.66,60.23,1783432,2879.3,489.6,2152.8,236.9,312.3,202,3.9,33.7,72.7,51350,8731,38394,4225,5570,3603,69,601,1297,NA,375,357,18,4.8,NA
"8026","NE_Kimball",2008,"Nebraska","NE","Kimball",439,1346,26,1811,801281,63.66,60.23,1783432,2879.3,489.6,2152.8,236.9,312.3,202,3.9,33.7,72.7,51350,8731,38394,4225,5570,3603,69,601,1297,NA,1937,1873,64,3.3,NA
"8027","NE_Knox",2008,"Nebraska","NE","Knox",1255,2728,101,4084,801281,63.66,60.23,1783432,2879.3,489.6,2152.8,236.9,312.3,202,3.9,33.7,72.7,51350,8731,38394,4225,5570,3603,69,601,1297,NA,4656,4512,144,3.1,NA
"8028","NE_Lancaster",2008,"Nebraska","NE","Lancaster",65734,59398,2358,127490,801281,63.66,60.23,1783432,2879.3,489.6,2152.8,236.9,312.3,202,3.9,33.7,72.7,51350,8731,38394,4225,5570,3603,69,601,1297,NA,159498,154744,4754,3,NA
"8029","NE_Lincoln",2008,"Nebraska","NE","Lincoln",5046,10817,414,16277,801281,63.66,60.23,1783432,2879.3,489.6,2152.8,236.9,312.3,202,3.9,33.7,72.7,51350,8731,38394,4225,5570,3603,69,601,1297,NA,21934,21303,631,2.9,NA
"8030","NE_Logan",2008,"Nebraska","NE","Logan",81,327,8,416,801281,63.66,60.23,1783432,2879.3,489.6,2152.8,236.9,312.3,202,3.9,33.7,72.7,51350,8731,38394,4225,5570,3603,69,601,1297,NA,463,454,9,1.9,NA
"8031","NE_Loup",2008,"Nebraska","NE","Loup",86,302,5,393,801281,63.66,60.23,1783432,2879.3,489.6,2152.8,236.9,312.3,202,3.9,33.7,72.7,51350,8731,38394,4225,5570,3603,69,601,1297,NA,339,326,13,3.8,NA
"8032","NE_Madison",2008,"Nebraska","NE","Madison",4142,9655,248,14045,801281,63.66,60.23,1783432,2879.3,489.6,2152.8,236.9,312.3,202,3.9,33.7,72.7,51350,8731,38394,4225,5570,3603,69,601,1297,NA,18812,18204,608,3.2,NA
"8033","NE_Mcpherson",2008,"Nebraska","NE","Mcpherson",45,240,8,293,801281,63.66,60.23,1783432,2879.3,489.6,2152.8,236.9,312.3,202,3.9,33.7,72.7,51350,8731,38394,4225,5570,3603,69,601,1297,NA,310,303,7,2.3,NA
"8034","NE_Merrick",2008,"Nebraska","NE","Merrick",986,2375,70,3431,801281,63.66,60.23,1783432,2879.3,489.6,2152.8,236.9,312.3,202,3.9,33.7,72.7,51350,8731,38394,4225,5570,3603,69,601,1297,NA,4214,4086,128,3,NA
"8035","NE_Morrill",2008,"Nebraska","NE","Morrill",557,1725,69,2351,801281,63.66,60.23,1783432,2879.3,489.6,2152.8,236.9,312.3,202,3.9,33.7,72.7,51350,8731,38394,4225,5570,3603,69,601,1297,NA,2876,2788,88,3.1,NA
"8036","NE_Nance",2008,"Nebraska","NE","Nance",549,1116,42,1707,801281,63.66,60.23,1783432,2879.3,489.6,2152.8,236.9,312.3,202,3.9,33.7,72.7,51350,8731,38394,4225,5570,3603,69,601,1297,NA,2051,1992,59,2.9,NA
"8037","NE_Nemaha",2008,"Nebraska","NE","Nemaha",1240,2134,100,3474,801281,63.66,60.23,1783432,2879.3,489.6,2152.8,236.9,312.3,202,3.9,33.7,72.7,51350,8731,38394,4225,5570,3603,69,601,1297,NA,3406,3252,154,4.5,NA
"8038","NE_Nuckolls",2008,"Nebraska","NE","Nuckolls",657,1498,66,2221,801281,63.66,60.23,1783432,2879.3,489.6,2152.8,236.9,312.3,202,3.9,33.7,72.7,51350,8731,38394,4225,5570,3603,69,601,1297,NA,2249,2185,64,2.8,NA
"8039","NE_Otoe",2008,"Nebraska","NE","Otoe",2915,4033,144,7092,801281,63.66,60.23,1783432,2879.3,489.6,2152.8,236.9,312.3,202,3.9,33.7,72.7,51350,8731,38394,4225,5570,3603,69,601,1297,NA,9050,8740,310,3.4,NA
"8040","NE_Pawnee",2008,"Nebraska","NE","Pawnee",483,859,42,1384,801281,63.66,60.23,1783432,2879.3,489.6,2152.8,236.9,312.3,202,3.9,33.7,72.7,51350,8731,38394,4225,5570,3603,69,601,1297,NA,1562,1511,51,3.3,NA
"8041","NE_Perkins",2008,"Nebraska","NE","Perkins",310,1092,18,1420,801281,63.66,60.23,1783432,2879.3,489.6,2152.8,236.9,312.3,202,3.9,33.7,72.7,51350,8731,38394,4225,5570,3603,69,601,1297,NA,1672,1633,39,2.3,NA
"8042","NE_Phelps",2008,"Nebraska","NE","Phelps",1050,3360,63,4473,801281,63.66,60.23,1783432,2879.3,489.6,2152.8,236.9,312.3,202,3.9,33.7,72.7,51350,8731,38394,4225,5570,3603,69,601,1297,NA,5141,5020,121,2.4,NA
